TeamId,TeamName,SubmissionDate,Score
7505955,Hyper Gamma,10/4/2021 7:07,1
7506111,Tural Abbasov,10/4/2021 7:37,1
7506273,Freddy Mercury,10/4/2021 8:07,1
7086301,Yakovlev Andrey,10/4/2021 8:33,1
7469252,Antonina Bugayova,10/5/2021 6:21,1
7509119,seilyn,10/5/2021 14:38,1
7513388,JJH_deeplearner,10/5/2021 13:56,1
1199830,btdbs,10/5/2021 16:46,1
7514814,Paul Williams #3,10/5/2021 19:23,1
6815363,inha park,10/7/2021 7:46,1
7156636,Log_04,10/8/2021 6:56,1
7514016,THARUN369,10/8/2021 14:27,1
7498161,codexyzzz,10/9/2021 13:53,1
7536342,Sudhamsh,10/10/2021 13:45,1
7532983,sapir mahluf,10/16/2021 20:34,1
7541236,yuanjianfeng123456,10/11/2021 13:40,1
7400604,Reut Pesach,10/16/2021 20:42,1
7543177,Moxie Singleton,10/11/2021 23:56,1
5721055,palu,10/12/2021 2:15,1
7543921,kklfko,10/12/2021 6:58,1
7526319,Evgeny Potapov,10/12/2021 8:32,1
7137226,Bonea crabonjac,10/12/2021 11:21,1
5577511,Kalilur Rahman,10/13/2021 13:15,1
7533992,Malik Baharsyah,10/14/2021 5:21,1
7551694,jeffrey hui 107,10/15/2021 6:01,1
7556397,TOMTOM111,10/15/2021 9:42,1
7561823,xiaxia123456789,10/15/2021 16:00,1
7532370,Sute aso,10/16/2021 2:31,1
7565006,[Deleted] 9dd76ae6-054b-4e4b-80e2-627a01ab955f,10/16/2021 7:14,1
7567492,Ang Liu,10/16/2021 18:44,1
7569066,Haomin Hou,10/17/2021 8:54,1
7437888,shan1655,10/17/2021 9:01,1
6885517,Salama4ai,10/24/2021 19:02,1
6652701,Yurong Yang,10/17/2021 14:13,1
6867706,Rakesh Kuma,10/17/2021 22:10,1
2094728,niku,10/27/2021 5:31,1
6047571,VijayShankar756,10/19/2021 6:51,1
7544154,jayesh jangale,10/19/2021 9:37,1
7580138,leehwanggeol,10/20/2021 1:06,1
7573183,I_am_a_thief,10/19/2021 11:53,1
3989612,OsemDS,10/19/2021 23:31,1
5344784,Nehil Sood,10/20/2021 7:12,1
7586215,mazzafish,10/20/2021 9:19,1
7587027,yongchang ye,10/20/2021 12:43,1
4961700,s_agnik1511,10/20/2021 12:32,1
7539915,Ling Short,10/25/2021 4:18,1
7594063,Josué Luna,10/21/2021 17:43,1
7597235,yjhan99,10/22/2021 10:02,1
6317317,Sai Ram Gitte,10/23/2021 13:59,1
7602820,NCU_ChengHo,10/24/2021 12:39,1
7605904,dlms_team,10/26/2021 10:34,1
7576347,Ali Mohammed Z,11/8/2021 22:37,1
6658996,Mathias Mrosinsky,10/26/2021 12:55,1
7609539,saumilagrawal2010,10/25/2021 8:04,1
7187947,Suryadevara Sai Aneesh,10/26/2021 5:26,1
7250893,Prof-Ahmad Hussein,10/26/2021 6:03,1
1563291,Stephan Jo,10/27/2021 2:54,1
7618626,MJX93,10/27/2021 9:32,1
7621875,Himanshu Singhal,10/27/2021 9:42,1
4364147,Börkapanda,10/27/2021 21:16,1
7623637,berlin1065,10/28/2021 5:45,1
4576636,Sergej Matyukha,10/28/2021 8:55,1
5330624,johnneyshi,11/4/2021 12:19,1
6855482,Wai Key Lee,10/31/2021 17:37,1
7642293,Oskay Karagulmez,10/31/2021 20:42,1
7590486,Vu Cong Thanh K14 HL,11/2/2021 5:30,1
7651117,Fitra Rihaadatul Aisyi,11/2/2021 15:28,1
7426098,Saumil agrawal,11/3/2021 10:13,1
7638137,PaoPaoForever,11/3/2021 12:51,1
5928168,Satilit2015,11/4/2021 10:55,1
7666482,Anmol Raj #2,11/4/2021 10:58,1
4522064,Paria Agharabi,11/4/2021 12:13,1
7672934,soumyadip Sarkar,11/5/2021 13:52,1
7674382,Janhavi Lande,11/6/2021 10:21,1
7469349,Taishu Yoshida,11/17/2021 15:41,1
4966386,Yusuke Miyano,11/6/2021 12:11,1
7440436,takeya kikuchi,11/7/2021 4:46,1
7651358,Sabbir Saleh,11/7/2021 10:04,1
7681027,ma 127,11/7/2021 12:29,1
5728189,edutech123,11/8/2021 3:01,1
7679642,Rafael Barbon,11/7/2021 18:05,1
7648141,kimi dong,11/9/2021 0:28,1
7685031,Preet Kumar,11/8/2021 5:45,1
6421076,Rishi #9,11/8/2021 11:51,1
4654389,vwellenberg,11/8/2021 17:00,1
7449750,"Cao,Xianzhi",11/9/2021 4:45,1
7696155,Jayed Shibli,11/9/2021 15:18,1
7696480,Justin Halper,11/16/2021 15:42,1
7700619,siv6400,11/10/2021 9:13,1
6918570,[Deleted] 3a122702-07f4-42c9-8333-b6e6376af66a,11/10/2021 9:44,1
7698433,iuXUANw,11/10/2021 12:46,1
3748365,Binyamin Manela,11/10/2021 20:35,1
7191889,Dev Raikwar,11/12/2021 9:44,1
3467899,shivamkc3,11/11/2021 16:23,1
7705040,Eto420,11/11/2021 18:29,1
4599998,jridi Mohamed abderrahim,11/11/2021 21:31,1
6970990,Richeng Piao,11/11/2021 23:14,1
7711077,TrkKoca,11/12/2021 16:25,1
2407896,Chris Teplovs,11/12/2021 16:28,1
7707503,Buqi_WJY,11/13/2021 9:57,1
5237782,Mikhail Savin,11/13/2021 12:36,1
7719887,famigom975@neragez.com,11/13/2021 21:18,1
6827950,T Mark,11/14/2021 11:09,1
2031413,plus-team-pub,11/15/2021 7:27,1
7730234,Hunter Stoler,11/15/2021 18:11,1
7731009,Md Aminul islam,11/15/2021 20:50,1
7707962,Feng Shaocong,11/16/2021 1:06,1
7733604,pei_1005,11/16/2021 8:04,1
7736294,ms16resch,11/16/2021 16:02,1
1682458,Andre VIanna,11/17/2021 18:33,1
7736122,Epistemological,11/16/2021 22:00,1
7742978,Shahar Gigi,11/17/2021 18:30,1
7724733,Yaswanth Peddeneni,11/17/2021 20:54,1
4778786,Aleksander Veksler,9/25/2021 8:27,0.9976
7598481,Al-amin Hossain,10/23/2021 3:48,0.99521
7591743,Sandra Roberts,11/14/2021 0:14,0.99521
5558395,Rasmus Skriver,10/5/2021 9:45,0.98803
7732377,Vinnu katamneni,11/16/2021 16:53,0.98803
7321350,toy192xyz,10/4/2021 13:29,0.98564
7475062,wlwxry,10/5/2021 7:32,0.98564
7635358,thedude2,10/29/2021 22:49,0.98564
7590809,Linh Dong,11/2/2021 8:32,0.98564
2575660,stpeteishii,11/18/2021 13:13,0.98564
7590460,Truong Viet,11/2/2021 7:54,0.97607
1244264,Ovidiu Costea,9/24/2021 12:01,0.97129
7485196,zshuab,10/3/2021 5:52,0.96889
7725703,Nanchaoxia,11/15/2021 0:42,0.95933
7473053,Chris De Leon #2,10/1/2021 7:28,0.95215
977130,Radovan Kavicky,10/7/2021 19:46,0.95215
7725721,zhangdiya,11/15/2021 0:47,0.95215
7554534,RomainBdt,11/12/2021 13:16,0.94497
7367691,RobinsonLyu,11/14/2021 3:54,0.94019
7378909,Houbaohua,11/14/2021 3:38,0.9354
7380966,lvrui_0904,11/14/2021 3:07,0.93301
7381030,houbaohua01,11/14/2021 3:31,0.93301
7380657,liuhaitao01,11/14/2021 2:59,0.92344
6752014,DanceRhythm,11/15/2021 15:34,0.92105
7690044,[Deleted] cabbea85-411c-4b9c-aa3a-fba415db42e7,11/9/2021 2:05,0.92105
7380568,wangjingfang,11/14/2021 2:47,0.91626
6583533,Park GyuHyeon,10/5/2021 11:45,0.91387
7578084,kaiserlhg,10/20/2021 1:00,0.91387
7380876,huangyue01,11/14/2021 2:38,0.91148
7478932,FAN ZHIFU,9/29/2021 7:19,0.89473
7579321,Shwe Aye,10/19/2021 19:24,0.89473
7639667,kagaminelen14,10/31/2021 8:07,0.89473
7482123,fumiyamatsumoto,11/12/2021 8:53,0.89473
7732128,vinaya sree,11/18/2021 1:17,0.89473
7744951,Bheema13,11/18/2021 2:14,0.89473
7413145,[Deleted] 76f519af-60f7-4f1e-8368-9ae6c4420a54,10/29/2021 2:46,0.88038
7317925,Suparna Chowdhury,9/20/2021 16:03,0.8732
3212405,silviocp,10/24/2021 9:35,0.86602
7612680,Chen_Lizhu,10/26/2021 6:49,0.85406
7701710,Hayato Yamazaki,11/16/2021 9:27,0.85406
7611337,kento iwami,11/14/2021 8:41,0.84928
7732491,kothashiva,11/18/2021 2:22,0.84928
7204823,Vishwanath Achari,10/4/2021 3:25,0.84449
7573230,20I461 - ARJUN V,11/13/2021 10:15,0.83971
7567151,prateek punia,10/17/2021 23:55,0.83492
4670717,Anish Ghiya,10/17/2021 11:35,0.83492
7702071,yamazaki #2,11/12/2021 7:34,0.83014
7252054,Sambath Kin,10/2/2021 5:09,0.82775
7478398,Stanley Wen,10/3/2021 4:12,0.82775
7241080,euna hwang,10/5/2021 6:18,0.82775
7338151,maxpadrin@yahoo.com,10/6/2021 9:32,0.82775
7532231,zhengzhaoAndy,10/13/2021 6:31,0.82775
5430903,sun huahua,10/12/2021 7:21,0.82775
7483682,HZN,10/20/2021 12:46,0.82775
7587634,Chau John,10/22/2021 4:41,0.82775
6344387,mas matica,11/5/2021 3:50,0.82775
7339225,Italo Cadamuro,11/4/2021 22:42,0.82775
7676926,wuhu-pig,11/18/2021 8:31,0.82775
7652809,Danilo Delibasic,11/6/2021 14:29,0.82775
7195553,Dataca,11/11/2021 6:24,0.82775
7732298,Vinaya Sree,11/16/2021 2:40,0.82775
7732328,SaiTeja Bheema,11/18/2021 2:20,0.82775
7474798,Emre Varkal,10/17/2021 18:40,0.82535
4491443,Titanic_SSA,10/20/2021 3:11,0.82535
4457466,SIVA RAMA KRISHNA PERUMALLA,10/8/2021 6:30,0.82296
7545269,gumiedison84,10/12/2021 10:54,0.82296
7432102,能混不C就队,9/22/2021 12:01,0.82057
6803042,Kirill Dikalin,10/1/2021 9:47,0.82057
7501361,math4995_Cai_Song,10/3/2021 5:55,0.82057
7438272,whoami3f,9/29/2021 3:10,0.81818
7504942,Sulock Chaos,10/4/2021 3:05,0.81818
7018804,wumingyang,10/15/2021 8:43,0.81818
7551149,satkon,10/13/2021 13:32,0.81818
3587863,qianfeng,11/3/2021 8:35,0.81818
5681999,HARSH AYUSH11,11/4/2021 19:35,0.81818
7664540,kingkongs7,11/15/2021 0:41,0.81818
7637373,ymasuyama,11/13/2021 19:39,0.81818
7664594,hamao,11/16/2021 5:59,0.81818
7727262,Shimada Naoya,11/18/2021 17:19,0.81818
7677493,Tatsuki Okada,11/18/2021 12:58,0.81818
7442256,dirt #2,9/21/2021 8:11,0.81578
7379942,bmarroc,9/24/2021 23:34,0.81578
7195070,Vishesh Goyal 78,9/25/2021 7:58,0.81578
7094755,jiang #2,9/27/2021 15:53,0.81578
1494938,aikaggle1,10/20/2021 0:45,0.81578
7469639,Lord Snow123,9/27/2021 2:37,0.81578
771119,SujataRoy,9/26/2021 19:52,0.81578
6595160,Artur Fellipe Ferreira de Oliveira,10/3/2021 21:37,0.81578
7506817,vinitshah0110,10/5/2021 4:38,0.81578
5571732,Andrew Tomich,10/4/2021 16:23,0.81578
7475947,phdljr,10/5/2021 13:11,0.81578
7513787,seilyn___1,10/5/2021 14:58,0.81578
5163199,Chris De Leon,10/5/2021 20:07,0.81578
6962338,phyang,11/7/2021 3:01,0.81578
7410473,DmitriyS,10/12/2021 11:51,0.81578
7518254,Luka Klinčarević,10/8/2021 14:06,0.81578
7373182,Luuser_040,10/15/2021 12:14,0.81578
7551221,violet1423,10/20/2021 6:57,0.81578
7582678,Uzair Mustafa,10/21/2021 8:58,0.81578
7276684,Rajakumar #3,10/24/2021 5:18,0.81578
6126901,Jialong Pan,11/2/2021 13:31,0.81578
6580399,Ehsan Manafi,10/25/2021 9:27,0.81578
3853219,Zeyad Al Mothafar,10/27/2021 5:29,0.81578
7554318,kyooooo,10/28/2021 6:45,0.81578
7436993,Nima Samii,11/3/2021 21:50,0.81578
7673913,BeanBench,11/6/2021 7:54,0.81578
7650670,Kazuki Hiraiso,11/18/2021 17:00,0.81578
7042356,monicacue,11/8/2021 19:07,0.81578
7694112,Hejiayu,11/9/2021 12:32,0.81578
7688270,purupuru0412,11/10/2021 12:03,0.81578
7716951,SSession,11/13/2021 7:55,0.81578
7708323,Chenxiaojie21,11/16/2021 18:25,0.81578
7719010,Maksym Leshchenko,11/13/2021 17:26,0.81578
7733880,Skye Tsai,11/16/2021 8:59,0.81578
3177167,mxthiede,11/18/2021 12:54,0.81578
7478661,Theresa Lange,9/28/2021 13:50,0.81339
7490361,K. Kuwabara,10/1/2021 2:04,0.81339
3491887,S_Pure_Peace,10/3/2021 5:41,0.81339
6906134,Sagar Tewari,11/10/2021 3:34,0.81339
7516138,dChen,10/6/2021 3:35,0.81339
7045269,Duc Nguyen Huu,10/8/2021 14:56,0.81339
2666452,HTCHOI,10/22/2021 2:30,0.81339
7580835,winpops,10/21/2021 11:39,0.81339
7498053,gopitora,10/23/2021 8:26,0.81339
4915768,Artem Holoskevych,10/25/2021 9:25,0.81339
1321030,Winifredo Solis,10/28/2021 8:35,0.81339
7636033,Robertmin522,10/30/2021 4:33,0.81339
5603796,Sergey RO,11/3/2021 18:00,0.81339
7664149,Tedsrepairshop,11/4/2021 3:52,0.81339
2324286,Zijiang Yang,11/11/2021 10:13,0.81339
7195788,Huilin Wang,11/11/2021 9:34,0.81339
7704831,Nichuan_Sulang,11/11/2021 11:27,0.81339
7736557,Job Marketing,11/16/2021 16:55,0.81339
7443491,YenHsin Fang,9/20/2021 22:11,0.811
7460461,llin joan,9/24/2021 16:00,0.811
7435833,林子淩(Lin Tzu Ling0712118),9/25/2021 0:28,0.811
7467602,MichelleChanggg,9/26/2021 15:05,0.811
7459209,ShengChing0628,9/26/2021 16:23,0.811
7195033,duck-tech,9/26/2021 14:25,0.811
7471472,zey lin,9/27/2021 1:28,0.811
7393165,John Willcox,9/28/2021 11:07,0.811
7478779,Franziska Muller,9/28/2021 13:55,0.811
7501137,LiuNewga,10/3/2021 7:26,0.811
5008094,hs685142,10/7/2021 12:25,0.811
7531333,Riid,10/9/2021 9:58,0.811
7535567,Romantic dream,10/28/2021 13:40,0.811
4244606,Andrey Gusev,10/12/2021 17:57,0.811
7548635,xiecheng,10/13/2021 2:36,0.811
7588100,AndrewHuIsMe,10/28/2021 6:15,0.811
7600795,PoKaiHsu,10/23/2021 6:45,0.811
5968104,Ernest Dominici,11/17/2021 19:06,0.811
7274644,TeamU,11/9/2021 8:19,0.811
7670438,nntnam,11/9/2021 3:32,0.811
5390265,saitomizuki,11/8/2021 5:25,0.811
7673107,andrew malyhin,11/9/2021 6:20,0.811
7716582,Xupeng212848251,11/15/2021 7:15,0.811
7713729,Fuyutao,11/15/2021 12:00,0.811
5743777,Anitha2000,11/14/2021 23:01,0.811
7723064,GHuYSama,11/15/2021 11:36,0.811
7732178,BenLing,11/16/2021 5:31,0.811
7733760,FanFan6383,11/16/2021 8:35,0.811
7713520,Yann Van Crombrugge,11/17/2021 8:36,0.811
2611019,Ogino,10/3/2021 9:30,0.80861
7486827,anonymous3333,9/29/2021 22:39,0.80861
7149100,AI-Team,10/1/2021 10:20,0.80861
7508330,Ramin Aliyev #3,10/5/2021 8:45,0.80861
2650632,abramc,11/18/2021 7:35,0.80861
7145924,mel_ggg,10/20/2021 2:08,0.80861
7473225,Wood Rice,10/21/2021 6:31,0.80861
7569261,Gk,10/26/2021 13:20,0.80861
64983,Anuj Saxena,10/27/2021 2:41,0.80861
7628848,popcorn0730,10/29/2021 3:12,0.80861
7502974,DeepSleeping,10/29/2021 5:11,0.80861
7627364,Philip CHIH,10/29/2021 9:34,0.80861
667660,tapalappa,11/2/2021 20:45,0.80861
6322799,Xavier001,10/30/2021 7:16,0.80861
7523839,Wu Yuxuan,10/30/2021 16:22,0.80861
6898774,Pungaba,11/1/2021 4:55,0.80861
7454469,Titanic_PTY,11/7/2021 9:23,0.80861
3310003,vitaliy zavalskyi,11/8/2021 8:58,0.80861
2254644,hayasaka,11/11/2021 16:37,0.80861
6244661,TerribleCooKie,11/13/2021 2:47,0.80861
5295678,Quangies,9/20/2021 22:48,0.80622
7453455,dongjianhua,9/23/2021 8:00,0.80622
7459772,JoanneLin000000,9/24/2021 13:21,0.80622
7426370,kurokiri,10/6/2021 13:08,0.80622
5566043,scottc,10/10/2021 20:47,0.80622
7479699,Tschessica2,9/28/2021 13:26,0.80622
7480053,Simon Markgraf2,9/28/2021 13:35,0.80622
7485679,SongMinGyu,9/30/2021 3:37,0.80622
5269938,sho weed,11/5/2021 0:42,0.80622
7401934,zen yama,10/24/2021 23:17,0.80622
7055184,suika_taro,10/3/2021 13:58,0.80622
7499187,Francesco Carpanese,10/4/2021 18:20,0.80622
7512006,hyo_jea,10/5/2021 9:41,0.80622
7445488,Taro Kuroda,10/6/2021 20:42,0.80622
7533723,Andrey Dodon,10/10/2021 6:32,0.80622
7541333,lily0626,10/12/2021 14:22,0.80622
5169412,Sa44,10/23/2021 18:08,0.80622
7518043,baradzed,10/15/2021 9:33,0.80622
6499768,Takaoki Tokunaga,10/16/2021 9:22,0.80622
840027,Bunny Tang,10/18/2021 11:18,0.80622
7599252,Mohsin Aslam,10/22/2021 19:04,0.80622
6363870,Nikita Kudriashov,10/23/2021 9:17,0.80622
7605262,kota #3,11/9/2021 14:00,0.80622
4930715,ATM House,10/28/2021 6:44,0.80622
7604968,Kazuya ishibashi,10/31/2021 11:15,0.80622
7481299,Aishani #2,11/17/2021 19:10,0.80622
4064306,Natig,11/5/2021 10:44,0.80622
6039267,Natig Mamishov,11/5/2021 11:29,0.80622
7661255,mi3mya,11/4/2021 7:52,0.80622
7661110,Narmin Mamishova,11/5/2021 11:07,0.80622
7633716,Narmin2,11/5/2021 9:12,0.80622
7667556,(K12_HN) Nguyen Thanh Tung,11/4/2021 14:43,0.80622
4937863,Tatsuhiro Hashimoto,11/6/2021 18:24,0.80622
7688884,sbrmsaleh1989,11/9/2021 0:53,0.80622
1139356,西田武志,11/10/2021 4:02,0.80622
7644718,Geunho Yu,11/14/2021 23:08,0.80622
7640047,Shida Haruhi,11/10/2021 22:24,0.80622
6660410,HonnyYAO,11/13/2021 9:30,0.80622
7580767,K. Sreesh Reddy,11/13/2021 8:17,0.80622
7678889,Stephen Cox #2,11/16/2021 11:02,0.80622
7720644,Zhi Yuan Toh,11/14/2021 3:08,0.80622
7722539,Zihe Zhu,11/14/2021 12:08,0.80622
7722577,hellNo,11/14/2021 12:17,0.80622
7725505,Anitha Reddy T,11/17/2021 21:24,0.80622
7291705,nana0320,11/17/2021 12:18,0.80622
7644520,Plastictree,11/16/2021 13:30,0.80622
7732200,Igor da Silveira Franco,11/16/2021 2:12,0.80622
7738230,ngo demand,11/17/2021 1:12,0.80622
7743756,Baswanth Naidu,11/18/2021 3:34,0.80622
4995222,MaikaRG,11/18/2021 13:59,0.80622
5404316,John D #2,9/21/2021 5:12,0.80382
7460831,Vladimir Makarov #2,9/25/2021 19:32,0.80382
5866003,Coding girls,9/26/2021 14:35,0.80382
7449122,"Chen Ying, Chien",9/26/2021 14:36,0.80382
7495946,TinnnI,10/4/2021 1:00,0.80382
7499329,Fu Eddy,10/3/2021 1:40,0.80382
3077857,GilsikPark,10/4/2021 8:08,0.80382
7154919,SIWONP,10/4/2021 8:11,0.80382
7394368,XDXDOWEN,10/4/2021 8:11,0.80382
7506246,youngjaeroh,10/4/2021 8:11,0.80382
7154925,Jun soo SON,10/4/2021 8:11,0.80382
7154906,sik chom,10/4/2021 8:50,0.80382
7154916,poeun,10/4/2021 10:26,0.80382
4057906,Giorgos Foukarakis,10/9/2021 19:57,0.80382
7532641,kdbynn,10/10/2021 12:35,0.80382
5140989,William Chantereau,10/11/2021 9:11,0.80382
7539633,smurfingonthisshit,10/11/2021 10:23,0.80382
6905876,Terry Dolan,10/15/2021 16:05,0.80382
5422045,Rishi Damarla,10/23/2021 21:03,0.80382
7618099,pred_addict,10/28/2021 18:07,0.80382
7641398,PayalK16,10/31/2021 15:35,0.80382
7644098,wzx0211,11/15/2021 4:55,0.80382
7471754,nappin827,11/15/2021 4:52,0.80382
6665914,haha wa,11/5/2021 12:53,0.80382
6103328,Maslek,11/14/2021 13:37,0.80382
7681595,zuojiaqiNumb,11/7/2021 12:10,0.80382
7667132,xiaszore,11/10/2021 10:09,0.80382
7682777,Patryk M,11/8/2021 21:01,0.80382
7077508,danny95ljw@gmail.com,11/18/2021 3:52,0.80382
7695996,John wis,11/15/2021 16:27,0.80382
7502566,Aishani Basu,11/17/2021 18:59,0.80382
7640350,Alina Ershova,11/17/2021 20:08,0.80382
2705082,JK KIM,11/18/2021 5:19,0.80382
381886,Jj_,9/19/2021 13:36,0.80143
7437818,Eattingcat,9/20/2021 3:00,0.80143
7211674,Tarek Ragab,9/20/2021 12:52,0.80143
7210854,HINDUJA V,9/20/2021 14:07,0.80143
7444163,FuRui Liuu,9/21/2021 4:27,0.80143
7448953,WDNMDBS,9/23/2021 7:43,0.80143
7448527,IlnarM,9/22/2021 18:03,0.80143
6453869,Daniele Baldoni,10/7/2021 22:03,0.80143
7450634,Tony L #2,10/3/2021 10:08,0.80143
7465244,Chris Cheng #3,10/26/2021 5:35,0.80143
7471052,SIDDHARTH RAIPAL #2,9/28/2021 2:35,0.80143
7480970,mingyenkao,9/29/2021 22:42,0.80143
1634599,Avinash Kanumuru,9/29/2021 6:43,0.80143
7489363,wanlll,9/30/2021 13:18,0.80143
7466239,KoKuwabara,10/1/2021 1:28,0.80143
7498232,yeazhou,10/2/2021 9:13,0.80143
7501590,zycnb666,10/5/2021 2:51,0.80143
6706598,FengHFly,10/3/2021 11:03,0.80143
7154910,xktmwoong,10/4/2021 7:55,0.80143
7503462,nestory2,10/7/2021 14:16,0.80143
7502917,linda HU,10/17/2021 11:11,0.80143
7509197,hippyrabbit,10/5/2021 6:29,0.80143
7511331,Shin Young Han,10/5/2021 12:20,0.80143
5728639,fighting_muscle,10/8/2021 13:25,0.80143
7511325,jian_li,10/6/2021 14:45,0.80143
7475010,OH SEOK KIM,11/16/2021 13:29,0.80143
7521013,hama_boy,10/7/2021 2:59,0.80143
7521476,Jdouble,10/7/2021 5:24,0.80143
6678537,Karandeep Singh Saluja,10/8/2021 13:32,0.80143
7534359,helipeng,10/10/2021 3:41,0.80143
7536109,nlp_fight_girl,10/10/2021 12:50,0.80143
7536269,KYOUNGPIL,10/10/2021 13:31,0.80143
1749893,r99921052,11/15/2021 2:13,0.80143
7539214,vincentfance,10/11/2021 7:58,0.80143
7539208,Phoebe Ku,10/11/2021 8:13,0.80143
7541233,kyoujyu819,10/11/2021 13:40,0.80143
7532016,HouGaofeng,10/12/2021 2:59,0.80143
7554032,Mattya Ryokutya,10/14/2021 5:34,0.80143
6528977,ziyu zhuang,10/14/2021 8:23,0.80143
7500835,Ryoto Tanaka,10/27/2021 13:46,0.80143
7503278,Koval0t,11/13/2021 18:00,0.80143
7571309,Makar Plakhotnyuk,10/17/2021 18:09,0.80143
7560817,Slythe,10/22/2021 16:48,0.80143
7524184,Aravind S #4,10/21/2021 10:16,0.80143
7550361,ISSl_COA,10/28/2021 3:26,0.80143
7608524,bondcoder007,10/25/2021 4:15,0.80143
7608682,Prithvi Harish,11/7/2021 10:23,0.80143
7585400,tyatyamaru,10/29/2021 8:13,0.80143
7472755,PIPIXIA666,10/25/2021 13:18,0.80143
1586161,jok3rya,11/6/2021 14:08,0.80143
7611629,Irina Buryachek,11/3/2021 6:29,0.80143
7462400,[Deleted] eac62793-74dc-48ab-8858-2d9e6e0ef5b1,10/25/2021 23:12,0.80143
7613583,Nyckel,10/27/2021 23:52,0.80143
7435532,PathanAmjadKhan,10/26/2021 6:20,0.80143
7490279,Progess Z,10/27/2021 17:27,0.80143
7626444,Shaik Nusrath Miya ,10/28/2021 2:27,0.80143
6439782,K_S,10/28/2021 17:07,0.80143
2127842,the_joon,10/28/2021 18:57,0.80143
7628704,Pacifique Iradukunda,10/29/2021 9:34,0.80143
7118672,lightzsg,10/30/2021 8:50,0.80143
7487792,cookiesu,10/31/2021 13:58,0.80143
7424923,AnneBG,10/31/2021 15:36,0.80143
7489315,hayate007,10/31/2021 15:13,0.80143
7635108,Chris Fedun,11/12/2021 4:00,0.80143
7590553,Kieu Quoc Trung (K14 HCM),11/2/2021 7:03,0.80143
7657622,Shehani Ariyathilake ,11/3/2021 7:04,0.80143
7151735,sooooooooooo,11/3/2021 9:58,0.80143
7435282,Kohichiroh Nishiue,11/16/2021 12:56,0.80143
7058824,Bhenck,11/3/2021 20:35,0.80143
7667056,koukaifeng,11/5/2021 11:41,0.80143
7667581,zslhhh,11/4/2021 14:49,0.80143
7497980,Fabian Roh,11/6/2021 8:23,0.80143
7633706,Lovro Selic,11/15/2021 15:23,0.80143
7678235,timur1608,11/7/2021 11:55,0.80143
7685644,Takuya_Miura,11/8/2021 5:58,0.80143
7362039,ReallyBadDoc,11/8/2021 6:51,0.80143
7480717,JYRooooy,11/9/2021 11:43,0.80143
7681874,madivens,11/10/2021 13:49,0.80143
7697562,almetz,11/10/2021 21:39,0.80143
7706343,caesarL,11/11/2021 9:29,0.80143
7712493,aorioke,11/15/2021 5:33,0.80143
7721031,dhl123456,11/14/2021 5:26,0.80143
7706553,ytchuang,11/15/2021 3:20,0.80143
7706582,Hao-Yu Yen,11/15/2021 2:29,0.80143
7706599,tibame02Johnny,11/15/2021 2:24,0.80143
